Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1497;21101081704;"Advanced Studies: Euro-Tbilisi Mathematical Journal";journal;"26679930";"Tbilisi Centre for Mathematical Sciences";No;No;0,230;Q4;7;38;144;924;63;144;0,38;24,32;25,76;0;Georgia;Eastern Europe;"Tbilisi Centre for Mathematical Sciences";"2021-2025";"Algebra and Number Theory (Q4); Analysis (Q4); Applied Mathematics (Q4); Geometry and Topology (Q4)";"Mathematics"
1498;25182;"Applied Mathematics E - Notes";journal;"16072510";"Tsing Hua University";Yes;No;0,230;Q4;24;54;173;1240;104;172;0,61;22,96;28,72;0;Taiwan;Asiatic Region;"Tsing Hua University";"2001-2026";"Applied Mathematics (Q4)";"Mathematics"
1499;21101272725;"Barekeng";journal;"26153017, 19787227";"Universitas Pattimura";Yes;No;0,230;Q4;7;242;639;6273;521;639;0,84;25,92;52,31;0;Indonesia;Asiatic Region;"Universitas Pattimura";"2020-2026";"Applied Mathematics (Q4); Mathematics (miscellaneous) (Q4); Numerical Analysis (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
1500;21100845389;"Chebyshevskii Sbornik";journal;"22268383";"State Lev Tolstoy Pedagogical University";Yes;No;0,230;Q4;10;116;330;2131;68;330;0,24;18,37;30,41;0;Russian Federation;Eastern Europe;"State Lev Tolstoy Pedagogical University";"2017-2025";"Mathematics (miscellaneous) (Q4)";"Mathematics"
1501;7600153123;"Journal of Mechanics of Materials and Structures";journal;"15593959";"Mathematical Sciences Publishers";No;No;0,230;Q4;52;31;113;1114;115;113;1,17;35,94;27,62;0;United States;Northern America;"Mathematical Sciences Publishers";"2006-2025";"Mechanics of Materials (Q3); Applied Mathematics (Q4)";"Engineering; Mathematics"
1502;21100241760;"Markov Processes and Related Fields";journal;"10242953";"Polymat";No;No;0,230;Q4;12;9;71;163;25;71;0,32;18,11;35,71;0;Russian Federation;Eastern Europe;"Polymat";"2012-2025";"Applied Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
1503;21101140356;"Mathematical Models in Engineering";journal;"23515279, 24244627";"EXTRICA";No;No;0,230;Q4;7;14;49;337;83;49;1,82;24,07;16,67;0;Lithuania;Eastern Europe;"EXTRICA";"2022-2025";"Mechanical Engineering (Q3); Modeling and Simulation (Q4)";"Engineering; Mathematics"
1504;21101041523;"Malaysian Journal of Fundamental and Applied Sciences";journal;"22895981, 2289599X";"Penerbit UTM Press";No;No;0,229;Q4;20;113;283;4682;369;283;1,36;41,43;47,97;0;Malaysia;Asiatic Region;"Penerbit UTM Press";"2015, 2019-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Mathematics; Physics and Astronomy"
1505;145509;"Notices of the American Mathematical Society";journal;"10889477, 00029920";"American Mathematical Society";Yes;No;0,229;Q4;47;111;478;982;194;201;0,29;8,85;32,20;1;United States;Northern America;"American Mathematical Society";"1995, 2004-2025";"Mathematics (miscellaneous) (Q4)";"Mathematics"
1506;21101210850;"Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia";conference and proceedings;"27104265, 27104257";"The Association for Computer-Aided Architectural Design Research in Asia";No;No;0,229;-;7;228;383;3295;298;373;0,73;14,45;37,04;0;Hong Kong;Asiatic Region;"The Association for Computer-Aided Architectural Design Research in Asia";"2022-2025";"Architecture; Building and Construction; Computer Graphics and Computer-Aided Design; Materials Science (miscellaneous); Modeling and Simulation";"Computer Science; Engineering; Materials Science; Mathematics"
1507;19700175084;"Revista Colombiana de Estadistica";journal;"01201751, 23898976";"Universidad Nacional de Colombia";Yes;Yes;0,228;Q4;25;37;58;1025;55;53;1,19;27,70;22,35;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2001-2026";"Statistics and Probability (Q4)";"Mathematics"
1508;21100201512;"International Journal of Decision Support System Technology";journal;"19416296, 1941630X";"IGI Global Publishing";No;No;0,227;Q4;18;23;79;872;93;79;1,04;37,91;36,84;0;United States;Northern America;"IGI Global Publishing";"2009-2026";"Computer Science (miscellaneous) (Q3); Modeling and Simulation (Q4)";"Computer Science; Mathematics"
1509;21100893979;"Mathematical Modeling and Computing";journal;"23129794, 24153788";"Lviv Polytechnic National University";Yes;No;0,227;Q4;14;132;318;3219;354;318;1,12;24,39;41,07;0;United Kingdom;Western Europe;"Lviv Polytechnic National University";"2014-2026";"Computational Mathematics (Q4); Computational Theory and Mathematics (Q4)";"Computer Science; Mathematics"
1510;21101088263;"Mathematics in Applied Sciences and Engineering";journal;"25631926";"Western University Libraries";Yes;Yes;0,227;Q4;8;21;52;724;35;52;0,68;34,48;25,71;0;Canada;Northern America;"Western University Libraries";"2020-2025";"Applied Mathematics (Q4); Modeling and Simulation (Q4)";"Mathematics"
1511;5000153301;"Proyecciones";journal;"07176279, 07160917";"Universidad Catolica del Norte";Yes;Yes;0,227;Q4;20;52;252;1035;142;252;0,48;19,90;19,48;0;Chile;Latin America;"Universidad Catolica del Norte";"2000-2002, 2006-2025";"Mathematics (miscellaneous) (Q4)";"Mathematics"
1512;21100199320;"Random Operators and Stochastic Equations";journal;"09266364, 1569397X";"Walter de Gruyter GmbH";No;No;0,227;Q4;21;29;79;608;35;79;0,55;20,97;18,18;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1993-2026";"Analysis (Q4); Statistics and Probability (Q4)";"Mathematics"
1513;19700186871;"Transactions on Data Privacy";journal;"18885063, 20131631";"University of Skovde";Yes;Yes;0,227;Q4;31;7;22;278;24;22;1,27;39,71;15,79;0;Spain;Western Europe;"University of Skovde";"2009-2026";"Software (Q4); Statistics and Probability (Q4)";"Computer Science; Mathematics"
1514;21100943271;"Trudy Instituta Matematiki i Mekhaniki UrO RAN";journal;"26584786, 01344889";"Krasovskii Institute of Mathematics and Mechanics";No;No;0,227;Q4;11;63;254;1140;61;251;0,25;18,10;25,84;0;Russian Federation;Eastern Europe;"Krasovskii Institute of Mathematics and Mechanics";"2019-2025";"Computational Mechanics (Q3); Applied Mathematics (Q4); Computer Science Applications (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
1515;21100903186;"International Journal of Computational Methods and Experimental Measurements";journal;"20460554, 20460546";"International Information and Engineering Technology Association";Yes;No;0,226;Q4;14;77;102;2386;161;102;1,89;30,99;21,56;0;Canada;Northern America;"International Information and Engineering Technology Association";"2013-2025";"Computational Mechanics (Q3); Applied Mathematics (Q4); Computational Mathematics (Q4); Computer Science Applications (Q4); Modeling and Simulation (Q4)";"Computer Science; Engineering; Mathematics"
1516;21101162998;"Journal of Classical Analysis";journal;"18485987";"Ele-Math";No;No;0,226;Q4;6;37;73;867;32;73;0,35;23,43;24,07;0;Croatia;Eastern Europe;"Ele-Math";"2019-2025";"Analysis (Q4); Statistics and Probability (Q4)";"Mathematics"
1517;21101260633;"Uzbek Mathematical Journal";journal;"20107269";"Romanovsky Institute of Mathematics of the Academy of Sciences of the Republic of Uzbekistan";No;No;0,226;Q4;7;90;203;1963;75;203;0,34;21,81;26,35;0;Uzbekistan;Asiatic Region;"Romanovsky Institute of Mathematics of the Academy of Sciences of the Republic of Uzbekistan";"2020-2025";"Algebra and Number Theory (Q4); Analysis (Q4); Mathematical Physics (Q4); Statistics and Probability (Q4)";"Mathematics"
1518;21100229835;"Computational Linguistics in the Netherlands Journal";conference and proceedings;"22114009";"Computational Linguistics in the Netherlands";No;No;0,226;-;15;26;30;1107;32;26;2,00;42,58;49,12;0;Netherlands;Western Europe;"Computational Linguistics in the Netherlands";"2011-2022, 2024-2025";"Computer Science Applications; Linguistics and Language; Logic";"Computer Science; Mathematics; Social Sciences"
1519;21101365990;"Communications in Mathematical Research";journal;"27078523, 16745647";"Global Science Press";No;No;0,225;Q4;6;21;72;506;29;67;0,27;24,10;29,55;0;Hong Kong;Asiatic Region;"Global Science Press";"2021-2025";"Applied Mathematics (Q4); Computational Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
1520;21101040700;"Journal of Applied Rehabilitation Counseling";journal;"00472220, 26397641";"Springer Publishing Company";No;No;0,225;Q4;7;25;44;1331;27;43;0,54;53,24;68,92;0;United States;Northern America;"Springer Publishing Company";"1970, 2019-2025";"Chiropractics (Q3); Occupational Therapy (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Analysis (Q4); Applied Psychology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Mathematics; Medicine; Psychology"
1521;21100818510;"Progress in Steel Building Structures";journal;"16719379";"Tongji University";Yes;No;0,225;Q4;12;117;377;2349;217;377;0,52;20,08;26,53;0;China;Asiatic Region;"Tongji University";"2015-2025";"Metals and Alloys (Q3); Building and Construction (Q4); Civil and Structural Engineering (Q4); Numerical Analysis (Q4)";"Engineering; Materials Science; Mathematics"
1522;21101028068;"Journal of Optimization, Differential Equations and their Applications";journal;"26636824, 26170108";"Oles Honchar Dnipro National University";Yes;Yes;0,224;Q3;7;22;40;569;48;40;1,07;25,86;34,00;0;Ukraine;Eastern Europe;"Oles Honchar Dnipro National University";"2018-2025";"Control and Optimization (Q3); Applied Mathematics (Q4); Mathematical Physics (Q4); Modeling and Simulation (Q4)";"Mathematics"
1523;21101085534;"Advances in Mathematical Sciences and Applications";journal;"13434373";"Gakko Tosho Co. Ltd.";No;No;0,224;Q4;7;51;85;1337;54;85;0,68;26,22;22,22;0;Japan;Asiatic Region;"Gakko Tosho Co. Ltd.";"2019-2025";"Analysis (Q4); Applied Mathematics (Q4); Modeling and Simulation (Q4); Numerical Analysis (Q4)";"Mathematics"
1524;21100845829;"Communications in Mathematical Biology and Neuroscience";journal;"20522541";"SCIK Publishing Corporation";No;No;0,224;Q4;19;147;402;4474;419;402;1,05;30,44;34,88;0;United Kingdom;Western Europe;"SCIK Publishing Corporation";"2017-2026";"Applied Mathematics (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Neuroscience (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Mathematics; Neuroscience"
1525;21100773213;"Abel Symposia";conference and proceedings;"21932808, 21978549";"Springer Science and Business Media Deutschland GmbH";No;No;0,224;-;14;18;26;512;8;22;0,36;28,44;14,81;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2013, 2015-2016, 2018, 2020, 2022, 2024-2025";"Computer Networks and Communications; Computer Science Applications; Mathematics (miscellaneous); Signal Processing";"Computer Science; Mathematics"
1526;21100905482;"ESA Workshop on Satellite Navigation Technologies and European Workshop on GNSS Signals and Signal Processing, NAVITEC";conference and proceedings;"23255439";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,224;-;5;0;20;0;21;19;1,05;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2018, 2024";"Aerospace Engineering; Computer Networks and Communications; Control and Optimization; Signal Processing; Transportation";"Computer Science; Engineering; Mathematics; Social Sciences"
1527;21100294000;"Information and Control";journal;"10020411";"Editorial Board of Information and Control";No;No;0,223;Q3;16;68;202;2658;281;202;1,48;39,09;29,76;0;China;Asiatic Region;"Editorial Board of Information and Control";"2013-2025";"Control and Optimization (Q3); Information Systems (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4)";"Computer Science; Engineering; Mathematics"
1528;21100834310;"Vestnik Sankt-Peterburgskogo Universiteta, Prikladnaya Matematika, Informatika, Protsessy Upravleniya";journal;"18119905, 25422251";"Saint Petersburg State University";Yes;No;0,223;Q3;12;42;134;873;63;134;0,64;20,79;26,27;0;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2025";"Computer Science (miscellaneous) (Q3); Control and Optimization (Q3); Applied Mathematics (Q4)";"Computer Science; Mathematics"
1529;21100915265;"Advances in Group Theory and Applications";journal;"24991287";"Aracne Editrice";Yes;Yes;0,223;Q4;9;19;47;464;13;43;0,29;24,42;23,08;0;Italy;Western Europe;"Aracne Editrice";"2016-2025";"Algebra and Number Theory (Q4)";"Mathematics"
1530;21100793172;"Informatika i ee Primeneniya";journal;"19922264, 23109912";"Federal Research Center "Computer Science and Control" of Russian Academy of Sciences";No;No;0,223;Q4;11;37;161;704;160;161;1,18;19,03;14,29;0;Russian Federation;Eastern Europe;"Federal Research Center "Computer Science and Control" of Russian Academy of Sciences";"2015-2025";"Computer Networks and Communications (Q3); Information Systems (Q3); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Software (Q4)";"Computer Science; Mathematics"
1531;21100429007;"Journal of Computational and Theoretical Transport";journal;"23324309, 23324325";"Taylor and Francis Ltd.";No;No;0,223;Q4;32;30;65;883;84;65;1,49;29,43;15,79;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2026";"Applied Mathematics (Q4); Mathematical Physics (Q4); Physics and Astronomy (miscellaneous) (Q4); Statistical and Nonlinear Physics (Q4); Transportation (Q4)";"Mathematics; Physics and Astronomy; Social Sciences"
1532;23958;"Journal of Multiple-Valued Logic and Soft Computing";journal;"15423980, 15423999";"Old City Publishing";No;No;0,223;Q4;32;60;153;2133;160;147;1,28;35,55;29,29;0;United States;Northern America;"Old City Publishing";"2003-2025";"Logic (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1533;21101219669;"Mathematics and Computational Sciences";journal;"27172708";"Qom University of Technology";Yes;Yes;0,223;Q4;6;40;72;1119;66;72;0,98;27,98;21,43;0;Iran;Middle East;"Qom University of Technology";"2020-2025";"Applied Mathematics (Q4); Computational Mathematics (Q4); Numerical Analysis (Q4); Theoretical Computer Science (Q4)";"Mathematics"
1534;21101247622;"Questions and Answers in General Topology";journal;"09184732";"General Topology Symposium";No;No;0,223;Q4;1;8;26;233;9;26;0,43;29,13;0,00;0;Japan;Asiatic Region;"General Topology Symposium";"2020-2025";"Geometry and Topology (Q4)";"Mathematics"
1535;21101164613;"Review of Science, Mathematics and ICT Education";journal;"1791261X, 17923999";"Department of Educational Sciences and Early Childhood Education, University of Patras";No;Yes;0,223;Q4;6;13;33;518;23;32;0,95;39,85;52,63;0;Greece;Western Europe;"Department of Educational Sciences and Early Childhood Education, University of Patras";"2019-2025";"Education (Q3); Developmental and Educational Psychology (Q4); Mathematical Physics (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics; Psychology; Social Sciences"
1536;19700173020;"Journal of Contemporary Mathematical Analysis";journal;"10683623, 19349416";"Pleiades Publishing";No;No;0,222;Q3;13;48;124;905;56;124;0,39;18,85;26,47;0;United States;Northern America;"Pleiades Publishing";"2009-2025";"Control and Optimization (Q3); Analysis (Q4); Applied Mathematics (Q4)";"Mathematics"
1537;21101290572;"Data Science in Science";journal;"26941899";"Informa UK Ltd";Yes;No;0,222;Q4;4;24;30;864;29;29;0,96;36,00;29,17;0;United Kingdom;Western Europe;"Informa UK Ltd";"2022-2026";"Computational Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
1538;21101248372;"Journal of Mathematical Study";journal;"26178702";"Global Science Press";No;No;0,222;Q4;7;36;80;919;28;80;0,31;25,53;20,34;0;Hong Kong;Asiatic Region;"Global Science Press";"2020-2025";"Mathematics (miscellaneous) (Q4)";"Mathematics"
1539;21101021224;"AIUB Journal of Science and Engineering";journal;"16083679, 25204890";"AIUB Office of Research and Publication";No;No;0,221;Q4;8;10;71;383;93;71;1,58;38,30;15,15;0;Bangladesh;Asiatic Region;"AIUB Office of Research and Publication";"2018-2025";"Computer Science (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
1540;4000149107;"International Journal of Wavelets, Multiresolution and Information Processing";journal;"1793690X, 02196913";"World Scientific Publishing Co. Pte Ltd";No;No;0,221;Q4;32;64;199;2127;187;198;0,98;33,23;36,77;0;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2006-2026";"Information Systems (Q3); Signal Processing (Q3); Applied Mathematics (Q4)";"Computer Science; Mathematics"
1541;19126;"Proceedings - Annual Reliability and Maintainability Symposium";conference and proceedings;"0149144X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,221;-;49;119;324;1490;176;319;0,59;12,52;19,92;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1974-2025";"Computer Science Applications; Engineering (miscellaneous); Mathematics (miscellaneous); Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Mathematics"
