name,title,college,verified_affiliation,scholar_match_status,scholar_citedby,scholar_citedby5y,scholar_hindex,scholar_hindex5y,scholar_i10index,scholar_i10index5y,scholar_interests,scholar_cites_per_year
Brian Larkins,Associate Professor,Rhodes College,"Associate Professor of Computer Science,Rhodes College",matched,673.0,168.0,7.0,6.0,7.0,5.0,Parallel and Distributed Computing; Programming Languages; Functional Languages; Compiler Design,"{'2009': 2, '2010': 22, '2011': 34, '2012': 53, '2013': 60, '2014': 65, '2015': 54, '2016': 71, '2017': 35, '2018': 40, '2019': 38, '2020': 28, '2021': 31, '2022': 39, '2023': 37, '2024': 31, '2025': 23, '2026': 7}"
Betsy Sanders,Professor,Rhodes College,"Associate Professor of Computer Science,Rhodes College",matched,2061.0,854.0,18.0,12.0,22.0,14.0,Virtual Environments; Spatial Awareness; Navigation,"{'2006': 23, '2007': 25, '2008': 31, '2009': 34, '2010': 55, '2011': 48, '2012': 59, '2013': 72, '2014': 70, '2015': 91, '2016': 83, '2017': 136, '2018': 147, '2019': 174, '2020': 141, '2021': 171, '2022': 164, '2023': 172, '2024': 154, '2025': 149, '2026': 43}"
Addison Schwamb,Assistant Professor,Rhodes College,"Assistant Professor of Computer Science,Rhodes College",matched,7.0,7.0,1.0,1.0,0.0,0.0,computational neuroscience,"{'2025': 4, '2026': 3}"
Matt Superdock,Assistant Professor,Rhodes College,,no_match,,,,,,,,
Durell Bouchard,Associate Professor,Roanoke College,"Assistant Professor of Compter Science, Roanoke College",matched,558.0,369.0,9.0,5.0,9.0,5.0,Computer Science Education; Educational Games; Educational Technology; Virtual Environments; Motion Analysis,"{'2008': 4, '2009': 6, '2010': 5, '2011': 5, '2012': 8, '2013': 6, '2014': 13, '2015': 11, '2016': 10, '2017': 18, '2018': 10, '2019': 33, '2020': 52, '2021': 52, '2022': 57, '2023': 92, '2024': 66, '2025': 88, '2026': 14}"
Anil Shende,Professor,Roanoke College,,no_match,,,,,,,,
Wale Sekoni,Assistant Professor,Roanoke College,Assistant Professor of Physics at Roanoke College,matched_college,,,,,,,Nanoscience and Nanotechnology; Novel Properties of Nanostructures; Semiconductor and Thin Films; Photovoltaic and Ligh,
Rajesh Prasad,Associate Professor,Saint Anselm College,"Bharati Vidyapeeth College of Engineering, Pune",matched_name,,,,,,,Soft Computing,
Adam Albina,Assistant Professor,Saint Anselm College,"Assistant Professor or Economics,Saint Anselm College",matched_college,,,,,,,,
Michael Huelsman,Assistant Professor,Saint Anselm College,St. Anselm College,matched,8.0,8.0,2.0,2.0,0.0,0.0,Preference Representation; Preference Reasoning; Preference Learning; Preference Aggregation,"{'2021': 1, '2022': 2, '2023': 3, '2024': 1, '2025': 1}"
Mitra Mohtarami,Assistant Professor,Saint Anselm College,"Assistant Professor or Economics,Saint Anselm College",matched_college,,,,,,,,
Bradford Demarest,Assistant Professor,Saint Michael's College,"Postdoctoral Associate,University of Vermont",matched_name,,,,,,,discourse analysis; computational social science; scientometrics; scholarly communication; NLP,
Greta Pangborn,Associate Professor,Saint Michael's College,,no_match,,,,,,,,
Nelson Dellis,Visiting Assistant Professor,Skidmore College,Skidmore College,matched_college,,,,,,,,
Wenlu Du,Assistant Professor,Skidmore College,"Assistant Professor of Computer Science,Skidmore College",matched,151.0,151.0,5.0,5.0,4.0,4.0,Reinforcement Learning,"{'2023': 7, '2024': 42, '2025': 77, '2026': 25}"
Michael Eckmann,Associate Professor,Skidmore College,Skidmore College,matched,676.0,130.0,9.0,7.0,9.0,6.0,Computer Vision; Bibliometrics,"{'2003': 8, '2004': 10, '2005': 21, '2006': 19, '2007': 20, '2008': 25, '2009': 33, '2010': 28, '2011': 23, '2012': 42, '2013': 35, '2014': 37, '2015': 44, '2016': 51, '2017': 39, '2018': 38, '2019': 32, '2020': 30, '2021': 38, '2022': 19, '2023': 24, '2024': 26, '2025': 18, '2026': 5}"
Thomas O'Connell,Associate Professor,Skidmore College,"Postdoctoral Associate,MIT",matched_name,,,,,,,,
Aarathi Prasad,Associate Professor,Skidmore College,"Assistant Professor of Computer Science,Skidmore College",matched,614.0,321.0,12.0,9.0,13.0,9.0,mobile computing; mhealth; security and privacy; usability; hci,"{'2011': 3, '2012': 12, '2013': 13, '2014': 31, '2015': 20, '2016': 30, '2017': 34, '2018': 28, '2019': 56, '2020': 54, '2021': 60, '2022': 67, '2023': 71, '2024': 68, '2025': 44, '2026': 11}"
David Read,Associate Teaching Professor,Skidmore College,,no_match,,,,,,,,
Christine Reilly,Associate Professor,Skidmore College,"Associate Professor of Computer Science,Skidmore College",matched,264.0,67.0,9.0,4.0,9.0,1.0,Computer Science Education; Data Storage Systems; Distributed Systems; Database Design; Social Networks,"{'2006': 4, '2007': 6, '2008': 2, '2009': 14, '2010': 12, '2011': 5, '2012': 8, '2013': 18, '2014': 16, '2015': 16, '2016': 15, '2017': 24, '2018': 20, '2019': 13, '2020': 18, '2021': 17, '2022': 11, '2023': 14, '2024': 14, '2025': 8, '2026': 3}"
Esma Wali,Visiting Assistant Professor,Skidmore College,,no_url,,,,,,,,
Johanna Brewer,Assistant Professor,Smith College,Smith College,matched,1128.0,318.0,14.0,9.0,18.0,9.0,Human-Computer Interaction; Ubiquitous Computing; Media Studies; Science & Technology Studies; Computer Supported Cooperative Work,"{'2005': 9, '2006': 28, '2007': 48, '2008': 60, '2009': 77, '2010': 57, '2011': 72, '2012': 58, '2013': 59, '2014': 52, '2015': 63, '2016': 55, '2017': 48, '2018': 43, '2019': 35, '2020': 30, '2021': 43, '2022': 43, '2023': 52, '2024': 65, '2025': 81, '2026': 34}"
Shinyoung Cho,Assistant Professor,Smith College,Smith College,matched,538.0,440.0,8.0,7.0,8.0,7.0,Internet Measurement; Network Security; Networking,"{'2015': 5, '2016': 2, '2017': 3, '2018': 14, '2019': 24, '2020': 45, '2021': 66, '2022': 79, '2023': 82, '2024': 103, '2025': 92, '2026': 18}"
R. Jordan Crouser,Associate Professor,Smith College,Kenyon College,manual_approved,1664.0,776.0,15.0,14.0,23.0,17.0,Visual analytics; HCI; information visualization; personality; machine learning,"{'2010': 12, '2011': 12, '2012': 26, '2013': 53, '2014': 60, '2015': 99, '2016': 92, '2017': 109, '2018': 122, '2019': 135, '2020': 137, '2021': 118, '2022': 119, '2023': 163, '2024': 157, '2025': 156, '2026': 63}"
Pablo Frank Bolton,Lecturer,Smith College,Smith College,matched,162.0,93.0,7.0,4.0,6.0,3.0,STEM; HRI; Shape analysis and reconstruction; Perception,"{'2008': 2, '2009': 2, '2010': 5, '2011': 2, '2012': 4, '2013': 2, '2014': 10, '2015': 2, '2016': 4, '2017': 1, '2018': 1, '2019': 15, '2020': 18, '2021': 16, '2022': 12, '2023': 22, '2024': 16, '2025': 18, '2026': 9}"
Hia Ghosh,Lecturer,Smith College,"Visiting Lecturer, Mount Holyoke College",manual_approved,7.0,6.0,1.0,1.0,0.0,0.0,Computer Science Education Research,"{'2020': 1, '2021': 2, '2022': 3, '2023': 1}"
Nicholas Howe,Professor,Smith College,"Professor of Computer Science,Smith College",matched,1874.0,330.0,18.0,10.0,29.0,10.0,computer vision; handwriting recognition,"{'1998': 9, '1999': 21, '2000': 29, '2001': 35, '2002': 34, '2003': 40, '2004': 48, '2005': 67, '2006': 74, '2007': 75, '2008': 85, '2009': 88, '2010': 75, '2011': 77, '2012': 78, '2013': 64, '2014': 75, '2015': 62, '2016': 92, '2017': 92, '2018': 105, '2019': 106, '2020': 95, '2021': 89, '2022': 74, '2023': 60, '2024': 53, '2025': 40, '2026': 14}"
Katherine M. Kinnaird,Associate Professor,Smith College,Smith College,matched,193.0,167.0,8.0,7.0,5.0,3.0,music information retrieval; cultural analytics; data science education; computer science education,"{'2016': 1, '2017': 3, '2018': 8, '2019': 2, '2020': 9, '2021': 20, '2022': 29, '2023': 29, '2024': 34, '2025': 42, '2026': 12}"
Jamie Macbeth,Associate Professor,Smith College,"Associate Professor,Smith College",matched,1678.0,1009.0,20.0,14.0,25.0,17.0,Cognitive Systems; Artificial Intelligence,"{'2006': 11, '2007': 6, '2008': 9, '2009': 18, '2010': 8, '2011': 16, '2012': 9, '2013': 16, '2014': 18, '2015': 35, '2016': 51, '2017': 74, '2018': 96, '2019': 132, '2020': 153, '2021': 158, '2022': 172, '2023': 205, '2024': 204, '2025': 220, '2026': 49}"
Ab Mosca,Visiting Assistant Professor,Smith College,Smith College,matched,349.0,272.0,9.0,7.0,8.0,7.0,Visualization; HCI,"{'2016': 2, '2017': 10, '2018': 25, '2019': 36, '2020': 47, '2021': 43, '2022': 52, '2023': 50, '2024': 65, '2025': 15}"
Halie Rando,Assistant Professor,Smith College,Assistant Professor of Computer Science atSmith College,matched,974.0,861.0,11.0,10.0,13.0,10.0,veterinary informatics; biomedical informatics; computational biology; comparative genomics,"{'2018': 13, '2019': 44, '2020': 41, '2021': 111, '2022': 215, '2023': 198, '2024': 161, '2025': 136, '2026': 32}"
Michael Robson,Assistant Professor,Smith College,Smith College,matched,518.0,269.0,9.0,8.0,9.0,8.0,Parallel Computing; High Performance Computing; Runtime Systems,"{'2014': 17, '2015': 29, '2016': 39, '2017': 43, '2018': 27, '2019': 49, '2020': 42, '2021': 54, '2022': 56, '2023': 37, '2024': 48, '2025': 62, '2026': 12}"
Ileana Streinu,Professor,Smith College,,no_match,,,,,,,,
Ammon Hepworth,Assistant Professor,Southern Virginia University,Brigham Young University,manual_approved,379.0,140.0,12.0,6.0,15.0,4.0,Computer Aided Design; Design Automation; Collaborative Engineering; Concurrent Engineering,"{'2010': 3, '2011': 2, '2012': 3, '2013': 1, '2014': 17, '2015': 23, '2016': 31, '2017': 26, '2018': 62, '2019': 41, '2020': 27, '2021': 38, '2022': 24, '2023': 19, '2024': 36, '2025': 20, '2026': 3}"
Barbara M. Anthony,Professor,Southwestern University,"Professor of Computer Science,Southwestern University",matched,231.0,101.0,9.0,5.0,7.0,3.0,Theoretical Computer Science,"{'2008': 7, '2009': 3, '2010': 2, '2011': 5, '2012': 4, '2013': 9, '2014': 10, '2015': 5, '2016': 16, '2017': 16, '2018': 16, '2019': 12, '2020': 22, '2021': 24, '2022': 21, '2023': 21, '2024': 17, '2025': 13, '2026': 5}"
Arjun Chandrasekhar,Assistant Professor,Southwestern University,University of Pittsburgh,matched_name,,,,,,,biological distributed algorithms,
Jacob Schrum,Associate Professor,Southwestern University,Southwestern University,matched,1155.0,655.0,16.0,12.0,21.0,13.0,Artificial Intelligence; Evolutionary Computation; Procedural Content Generation; Neural Networks,"{'2010': 14, '2011': 8, '2012': 23, '2013': 24, '2014': 33, '2015': 34, '2016': 47, '2017': 46, '2018': 57, '2019': 72, '2020': 133, '2021': 135, '2022': 117, '2023': 134, '2024': 106, '2025': 127, '2026': 35}"
Kevin A. Angstadt,Associate Professor,St. Lawrence University,St. Lawrence University,matched,326.0,193.0,9.0,7.0,9.0,7.0,Computer Architecture; Programming Languages; Software Engineering; Automata Processing; Computer Science Education,"{'2015': 1, '2016': 6, '2017': 20, '2018': 21, '2019': 39, '2020': 44, '2021': 34, '2022': 49, '2023': 36, '2024': 38, '2025': 29, '2026': 7}"
Daniel Condon,Assistant Professor,St. Lawrence University,British Geological Survey,matched_name,,,,,,,Geology; Earth Sciences; Stratigraphy; Geochronology,
Gabriel Dorfsman-Hopkins,Assistant Professor,St. Lawrence University,,no_match,,,,,,,,
A.J. Dykstra,Lecturer,St. Lawrence University,St. Lawrence University,matched_college,,,,,,,Neuroscience Nanomedicine,
Ed Harcourt,Professor,St. Lawrence University,"Charles A. Dana Professor of Computer Science,St. Lawrence University",matched,622.0,20.0,11.0,3.0,12.0,0.0,Hardware Description Languages; SystemC; Process Algebra,"{'1991': 2, '1992': 2, '1993': 1, '1994': 18, '1995': 9, '1996': 1, '1997': 8, '1998': 6, '1999': 12, '2000': 16, '2001': 15, '2002': 18, '2003': 26, '2004': 36, '2005': 24, '2006': 28, '2007': 30, '2008': 35, '2009': 43, '2010': 52, '2011': 32, '2012': 29, '2013': 35, '2014': 32, '2015': 23, '2016': 17, '2017': 17, '2018': 11, '2019': 9, '2020': 5, '2021': 10, '2022': 6, '2023': 2, '2024': 2}"
Matt Higham,Associate Professor,St. Lawrence University,,no_match,,,,,,,,
Choong-Soo Lee,Associate Professor,St. Lawrence University,"Associate Professor of Computer Science,St. Lawrence University",matched,126.0,44.0,6.0,3.0,4.0,1.0,Multimedia; online games; traffic analysis; quality of experience; esports,"{'2002': 1, '2003': 1, '2004': 3, '2005': 1, '2006': 5, '2007': 3, '2008': 4, '2009': 4, '2010': 8, '2011': 7, '2012': 5, '2013': 4, '2014': 4, '2015': 8, '2016': 6, '2017': 4, '2018': 7, '2019': 6, '2020': 15, '2021': 9, '2022': 10, '2023': 6, '2024': 3, '2025': 1}"
Leiyue Li,Assistant Professor,St. Lawrence University,,no_match,,,,,,,,
Patti Frazer Lock,Professor,St. Lawrence University,,no_match,,,,,,,,
Robin Lock,Professor,St. Lawrence University,"Professor of Canadian Studies and English Emeritus,St. Lawrence University",matched_college,,,,,,,American and Canadian Literature,
Lisa Torrey,Associate Professor,St. Lawrence University,"Associate Professor of Computer Science,St. Lawrence University",matched,4923.0,3070.0,16.0,11.0,20.0,11.0,Artificial Intelligence; Machine Learning,"{'2006': 25, '2007': 38, '2008': 74, '2009': 77, '2010': 63, '2011': 63, '2012': 51, '2013': 69, '2014': 65, '2015': 64, '2016': 100, '2017': 142, '2018': 201, '2019': 316, '2020': 456, '2021': 610, '2022': 671, '2023': 614, '2024': 568, '2025': 506, '2026': 101}"
Maegan K. Bos,Associate Professor,St. Lawrence University,"Professor of Economics,St. Lawrence University",matched_college,,,,,,,Labor Economics; Immigration; Monetary Policy; China,
Michael Schuckers,Professor,St. Lawrence University,St. Lawrence University,matched,901.0,289.0,16.0,10.0,26.0,11.0,biometrics; biometric authentication; sports; statistics,"{'2004': 16, '2005': 12, '2006': 24, '2007': 17, '2008': 28, '2009': 30, '2010': 53, '2011': 36, '2012': 30, '2013': 32, '2014': 37, '2015': 52, '2016': 58, '2017': 47, '2018': 38, '2019': 47, '2020': 38, '2021': 45, '2022': 62, '2023': 44, '2024': 58, '2025': 64, '2026': 16}"
Emily Barranca,Assistant Professor,St. Mary's College of Maryland,"Assistant Professor of Biology,St. Mary's College of Maryland",matched_college,,,,,,,plankton ecology; time series; bio-optics,
Sayan Goswami,Assistant Professor,St. Mary's College of Maryland,"Assistant Professor,St. Mary's College of Maryland",matched,137.0,84.0,7.0,5.0,4.0,4.0,Big Data in Bioinformatics,"{'2012': 1, '2013': 2, '2014': 1, '2015': 1, '2016': 6, '2017': 11, '2018': 10, '2019': 19, '2020': 18, '2021': 12, '2022': 21, '2023': 11, '2024': 20, '2025': 2}"
Simon Read,Associate Professor,St. Mary's College of Maryland,,no_match,,,,,,,,
Waqar Saleem,Associate Professor,St. Mary's College of Maryland,"Associate Professor, Habib University",matched_name,,,,,,,Computer Graphics; GPGPU; Visualization,
Muhieddine Shebaro,Visiting Assistant Professor,St. Mary's College of Maryland,"Doctor of Philosophy in Computer Science, Texas State University",matched_name,,,,,,,Network Science; Applied Machine Learning; Data Science,
Bob Tracy,Adjunct Instructor,St. Mary's College of Maryland,"Associate Professor of Chemistry,St. Mary's College of Maryland",matched_college,,,,,,,Geochemistry; Smectite Clays; Solid-Fluid Interfaces; Solid State NMR; High Pressure NMR,
Richard Young,Adjunct Professor,St. Mary's College of Maryland,"Professor of Biology,MIT",matched_name,,,,,,,Biology; Genetics; Genomics; Epigenetics; Cancer,
Seth Meyer,Professor,St. Norbert College,"Assistant Professor,Bridgewater State University",matched_name,,,,,,,Nonprofit Management; LGBTQ; Organizational Theory; Organizational Behaviour,
Jaime Davila,Associate Professor,St. Olaf College,"Associate Professor of Mathematics, Statistics and Computer Science,St Olaf College",matched,4719.0,2369.0,33.0,28.0,48.0,44.0,Cancer Computational Genomics; Bionformatics; Genomics Data Science; RNA-seq,"{'2009': 25, '2010': 39, '2011': 36, '2012': 99, '2013': 58, '2014': 101, '2015': 193, '2016': 284, '2017': 267, '2018': 370, '2019': 410, '2020': 401, '2021': 527, '2022': 460, '2023': 435, '2024': 394, '2025': 416, '2026': 137}"
Olaf Hall-Holt,Associate Professor,St. Olaf College,"Associate Professor,St. Olaf College",matched_college,,,,,,,applied topology; algebraic topology; convex geometry; computational topology; computer science,
Michael Haydock,Adjunct Assistant Professor,St. Olaf College,"Associate Professor,St. Olaf College",matched_college,,,,,,,applied topology; algebraic topology; convex geometry; computational topology; computer science,
Kodjo Houssou,Visiting Instructor,St. Olaf College,"Assistant Professor of Psychology,St Olaf College",matched_college,,,,,,,,
Barbara Johnson,Visiting Assistant Professor,St. Olaf College,Unknown affiliation,matched_name,,,,,,,,
Will Leeson,Assistant Professor,St. Olaf College,"Associate Professor of Political Science,St. Olaf College",matched_college,,,,,,,International Relations,
Melissa Lynn,Assistant Professor,St. Olaf College,"Assistant Professor of Psychology,St Olaf College",matched_college,,,,,,,,
Ryota Matsuura,Professor,St. Olaf College,,no_match,,,,,,,,
Matthew Wright,Associate Professor,St. Olaf College,"Associate Professor,St. Olaf College",matched,452.0,291.0,8.0,5.0,6.0,4.0,applied topology; algebraic topology; convex geometry; computational topology; computer science,"{'2012': 2, '2013': 3, '2014': 7, '2015': 6, '2016': 11, '2017': 28, '2018': 35, '2019': 22, '2020': 46, '2021': 36, '2022': 52, '2023': 55, '2024': 66, '2025': 55, '2026': 27}"
Sharmishtha Dutta,Assistant Professor,Stonehill College,Stonehill College,matched,184.0,178.0,6.0,6.0,5.0,4.0,Knowledge Graphs; Representation Learning; Distribution Shifts in Graphs; Inductive Graph Learning,"{'2019': 1, '2020': 4, '2021': 11, '2022': 32, '2023': 31, '2024': 46, '2025': 45, '2026': 13}"
Hamza M. Elhamdadi,Assistant Professor,Stonehill College,University of Massachusetts Amherst,matched_name,,,,,,,Data Visualization; Trust Research; Ethical Data Visualization,
